Age,Gender,Location,Monthly_Bill,Total_Usage_GB,Churn,year,month
30,Female,Chicago,42.74,362,1,0,10
62,Female,Miami,76.74,220,0,1,10
28,Male,Houston,32.52,370,1,0,3
19,Male,Chicago,34.26,341,0,0,5
44,Male,Miami,55.13,174,1,1,8
64,Female,Miami,33.67,151,0,0,2
51,Male,Los Angeles,66.21,99,1,0,11
25,Female,Los Angeles,45.37,440,1,0,7
56,Female,Miami,61.96,119,1,1,10
45,Male,Miami,81.86,76,0,0,10
56,Female,Houston,66.04,478,0,1,0
68,Male,Los Angeles,92.84,489,0,0,7
19,Female,Los Angeles,75.9,57,1,1,8
43,Male,Houston,33.94,218,1,1,2
70,Female,Chicago,90.66,307,1,0,5
58,Female,Chicago,75.41,405,0,0,6
37,Female,Miami,63.84,485,1,0,2
27,Male,Miami,52.61,88,0,0,10
60,Male,New York,94.28,422,0,1,10
40,Male,Houston,51.59,304,0,0,4
25,Female,New York,81.62,171,0,1,8
50,Male,New York,97.69,375,0,1,8
46,Female,Los Angeles,74.59,381,1,1,11
51,Male,Chicago,92.38,134,0,0,1
38,Male,Miami,93.6,342,0,2,0
68,Male,Chicago,66.87,427,1,2,0
65,Female,Los Angeles,53.61,465,0,1,6
64,Male,Miami,93.15,158,1,0,8
33,Female,New York,63.0,219,0,1,4
27,Male,Chicago,86.8,476,1,1,4
40,Female,Miami,98.23,355,1,1,9
20,Male,Miami,57.38,308,0,1,1
62,Female,New York,88.46,108,1,1,10
45,Female,Houston,95.67,303,0,0,11
31,Male,New York,31.29,187,0,1,7
39,Male,Chicago,55.07,312,0,0,2
41,Female,Miami,73.11,440,1,2,0
69,Female,Miami,39.2,181,0,1,3
49,Male,Houston,62.07,157,0,0,10
19,Female,Chicago,75.87,346,1,0,8
20,Female,Houston,53.01,469,0,0,6
21,Male,Houston,75.43,210,0,1,8
18,Male,Chicago,89.63,174,0,1,0
42,Female,Los Angeles,52.32,265,0,0,1
36,Male,Houston,65.95,362,0,0,6
23,Female,Miami,38.86,190,1,1,8
43,Female,Houston,76.82,234,1,1,5
49,Male,Houston,95.76,470,1,0,3
46,Male,Houston,70.97,337,1,1,11
58,Male,New York,51.26,205,0,0,9
40,Female,New York,78.38,289,0,0,1
51,Female,Los Angeles,44.17,485,0,0,2
28,Female,Miami,89.83,123,1,1,10
19,Female,Miami,93.29,424,0,2,0
27,Female,Miami,40.14,472,0,1,2
47,Male,Miami,56.69,402,0,1,10
40,Male,New York,58.94,294,1,0,3
36,Male,Chicago,68.61,492,0,1,1
64,Female,Chicago,33.07,241,1,0,4
49,Male,New York,77.21,175,0,0,1
69,Female,Chicago,62.6,178,1,1,10
41,Female,Houston,82.13,221,1,1,0
30,Female,Los Angeles,75.33,91,1,0,9
46,Male,Chicago,74.23,433,1,0,7
39,Male,Houston,77.5,261,0,0,2
38,Male,Los Angeles,93.07,211,1,0,6
32,Female,New York,98.78,139,0,1,5
41,Male,Houston,96.97,263,1,0,7
38,Female,Los Angeles,63.52,498,1,1,9
26,Male,Los Angeles,59.63,453,0,1,1
48,Male,Los Angeles,63.44,106,1,1,0
64,Female,New York,80.92,452,1,0,9
54,Female,Chicago,95.9,407,1,0,2
44,Male,New York,45.45,143,0,0,1
49,Male,Los Angeles,81.19,88,1,0,7
23,Female,Miami,78.99,467,1,0,7
35,Female,New York,84.44,392,1,0,2
26,Female,Miami,87.95,482,1,1,9
44,Female,Chicago,80.36,292,1,1,1
62,Male,New York,39.56,395,0,1,11
39,Male,New York,33.63,99,0,0,1
60,Female,Houston,73.67,249,0,1,10
62,Male,New York,76.21,142,1,0,6
52,Female,New York,40.53,213,1,0,6
27,Female,Chicago,67.2,285,0,1,10
67,Male,Los Angeles,61.34,358,1,0,2
40,Female,Miami,90.93,194,1,1,5
43,Male,Los Angeles,46.49,450,1,0,11
42,Male,Los Angeles,46.18,260,1,1,4
43,Female,Chicago,79.95,60,1,0,9
25,Female,Houston,87.13,267,0,0,5
52,Male,New York,70.33,99,1,1,6
61,Male,New York,83.07,457,1,0,2
61,Male,Miami,49.26,100,1,1,0
63,Male,Chicago,98.31,168,0,1,7
44,Male,Chicago,45.7,285,0,1,9
69,Female,Houston,94.59,63,1,0,5
62,Male,Los Angeles,84.37,464,1,1,0
65,Female,Chicago,40.78,210,1,0,3
57,Female,Miami,79.07,460,0,0,1
43,Female,Miami,83.84,315,1,1,0
24,Female,Miami,33.15,84,1,0,2
52,Female,Chicago,93.05,390,0,1,10
41,Female,Los Angeles,53.08,179,0,0,11
30,Male,Miami,74.2,281,0,1,1
47,Female,Los Angeles,66.63,113,0,1,2
18,Male,Miami,89.71,155,1,0,1
67,Female,Miami,78.3,361,0,1,9
40,Male,Houston,33.06,256,0,0,8
44,Male,New York,52.1,106,0,0,7
45,Male,Houston,90.81,215,0,1,11
64,Male,Los Angeles,75.76,251,1,0,3
35,Male,Houston,98.91,366,1,0,5
32,Male,Houston,53.37,277,1,1,2
43,Male,New York,64.4,137,1,0,10
29,Female,Houston,61.34,381,0,1,6
28,Male,Los Angeles,44.23,257,1,1,11
45,Female,New York,36.08,51,1,1,10
50,Male,New York,80.49,310,1,1,10
61,Male,Miami,94.95,496,1,1,6
22,Female,Miami,67.51,405,0,0,7
33,Female,Chicago,57.98,83,1,1,4
52,Female,New York,92.89,432,0,0,4
59,Female,Chicago,90.85,322,1,1,7
41,Female,Miami,34.46,307,0,0,2
40,Male,Los Angeles,98.53,486,0,0,1
27,Male,Chicago,72.01,439,0,1,9
25,Male,New York,36.92,393,0,1,10
53,Female,Los Angeles,30.71,346,1,0,10
31,Male,Houston,49.78,298,0,0,1
30,Male,Los Angeles,77.9,96,0,1,7
35,Female,Los Angeles,41.44,112,0,1,7
25,Male,Miami,69.92,267,0,0,9
62,Female,Chicago,75.92,409,1,0,5
34,Male,New York,31.28,140,1,0,5
18,Male,Houston,44.48,131,0,1,10
42,Female,Chicago,70.37,357,0,1,0
19,Male,Los Angeles,74.35,451,1,1,5
44,Male,Chicago,88.92,448,1,1,8
58,Female,Houston,84.36,439,0,0,8
20,Female,Houston,58.02,70,1,1,0
36,Female,Miami,72.31,221,1,0,9
28,Female,New York,78.9,74,1,0,4
46,Female,Houston,38.86,105,1,2,0
49,Female,Miami,90.94,180,0,0,11
47,Male,Chicago,47.25,187,0,0,11
46,Female,Chicago,65.14,385,1,0,10
55,Female,Los Angeles,45.5,156,1,1,6
27,Female,Houston,62.31,54,1,0,8
24,Male,Los Angeles,84.64,53,0,2,0
53,Male,Houston,37.13,280,0,0,5
26,Male,Houston,32.9,444,0,0,7
38,Male,Houston,63.72,77,1,0,5
40,Male,Houston,32.36,277,0,0,4
49,Male,Houston,38.56,499,0,0,7
24,Male,New York,57.36,151,1,0,1
67,Female,Miami,87.0,65,0,1,4
25,Female,Houston,71.36,71,0,1,3
46,Male,Los Angeles,96.86,144,1,1,7
56,Male,Chicago,72.77,376,0,1,7
55,Female,Miami,32.07,136,0,0,6
53,Female,Houston,50.81,179,0,1,10
53,Female,Houston,36.52,308,0,1,10
56,Male,Chicago,96.44,87,1,1,10
25,Female,New York,70.87,458,0,2,0
38,Female,Houston,48.72,153,1,1,10
41,Female,New York,51.08,113,0,0,1
47,Male,Miami,91.92,248,0,1,0
54,Female,Los Angeles,50.17,275,0,0,8
52,Female,Chicago,97.7,248,1,1,10
39,Female,Los Angeles,86.81,197,0,1,1
31,Female,Miami,59.94,226,1,0,7
65,Male,Miami,45.69,110,0,1,2
55,Female,Chicago,65.44,91,1,0,9
54,Male,Miami,79.69,425,1,1,11
45,Female,New York,54.01,126,1,0,9
67,Male,Chicago,47.08,455,0,0,6
23,Male,Los Angeles,45.28,198,0,1,6
54,Female,Los Angeles,61.48,189,0,1,2
69,Male,Houston,94.02,216,1,2,0
18,Male,Chicago,60.97,471,1,0,9
67,Female,New York,53.53,155,0,0,7
29,Female,Los Angeles,63.48,186,1,2,0
23,Female,New York,84.53,289,0,1,3
27,Female,Miami,98.17,297,1,0,6
56,Female,New York,64.88,111,0,0,2
22,Male,New York,74.38,132,0,1,5
34,Female,Los Angeles,83.89,411,1,1,11
27,Female,New York,78.81,150,0,0,9
44,Male,Houston,75.2,363,0,0,2
52,Male,Houston,85.07,111,0,1,10
24,Male,Houston,41.04,305,1,1,11
57,Female,Los Angeles,96.99,166,0,1,11
37,Male,Los Angeles,43.19,117,1,0,9
64,Female,Los Angeles,79.27,64,0,1,7
56,Male,Chicago,96.07,295,0,1,5
40,Male,Miami,81.08,166,0,0,1
46,Male,Houston,75.99,454,1,1,5
30,Male,Miami,30.28,186,0,1,11
52,Male,Chicago,99.39,265,0,0,3
24,Male,New York,91.18,293,1,0,10
69,Female,Los Angeles,65.52,386,0,0,10
70,Male,Los Angeles,45.17,359,1,1,1
26,Male,New York,47.35,113,1,1,4
61,Female,Chicago,92.4,328,0,0,5
65,Male,Houston,96.6,441,1,1,10
47,Female,New York,90.77,230,1,0,8
67,Female,Miami,96.83,117,0,1,10
69,Female,Chicago,54.92,294,1,0,6
36,Female,Miami,57.66,56,0,2,0
44,Female,Houston,70.72,404,0,0,8
19,Female,Houston,70.2,194,0,1,2
57,Female,Houston,64.4,280,0,0,1
30,Male,Los Angeles,53.03,138,1,0,2
46,Female,Los Angeles,40.35,414,1,1,1
47,Male,New York,66.86,496,1,0,6
51,Female,Miami,79.57,231,1,0,2
20,Male,Los Angeles,52.81,267,0,0,10
56,Male,Los Angeles,69.73,242,1,0,10
21,Male,Miami,47.52,227,1,1,0
41,Female,Los Angeles,47.85,189,0,1,9
21,Male,New York,80.17,258,1,1,2
53,Female,Houston,91.43,432,1,0,10
19,Male,Houston,74.43,77,1,1,4
47,Female,Chicago,68.95,79,1,0,8
66,Female,Miami,85.76,494,1,0,8
48,Female,New York,57.42,75,0,1,2
57,Male,Los Angeles,85.09,172,0,0,9
57,Female,Los Angeles,30.28,170,0,0,6
37,Male,Houston,87.87,398,0,2,0
55,Male,Miami,46.94,312,1,0,10
48,Female,Miami,83.01,312,0,0,1
38,Male,Chicago,84.22,266,1,1,7
41,Male,Chicago,50.62,121,1,1,8
49,Female,New York,96.62,202,0,1,0
19,Male,Miami,40.86,332,0,1,6
30,Female,Miami,91.32,223,1,1,10
50,Female,Houston,94.97,92,0,1,2
41,Female,Los Angeles,35.93,175,1,0,5
61,Female,Los Angeles,67.44,88,0,1,7
36,Male,Los Angeles,76.37,232,1,1,0
19,Female,New York,35.89,119,0,0,8
38,Male,New York,37.63,173,0,1,1
46,Female,New York,85.53,209,1,0,2
23,Male,Los Angeles,88.96,200,0,2,0
21,Male,New York,96.42,165,0,0,5
31,Female,Los Angeles,61.56,198,0,0,6
49,Female,Chicago,35.83,160,0,1,2
29,Male,Los Angeles,36.59,256,0,1,2
26,Female,Chicago,55.85,213,1,1,8
36,Male,Chicago,97.21,463,0,0,10
60,Female,Los Angeles,79.18,410,1,1,9
54,Male,Chicago,52.84,184,0,0,6
19,Male,New York,88.33,408,1,0,11
64,Female,Miami,91.04,67,0,1,4
62,Male,Chicago,91.42,396,1,1,9
27,Female,Los Angeles,98.19,370,1,1,11
22,Female,Los Angeles,43.57,287,0,0,3
30,Female,Miami,35.18,267,1,0,4
50,Female,New York,96.04,361,0,0,8
21,Male,Los Angeles,89.87,340,1,0,11
50,Male,Miami,72.89,193,0,0,9
24,Female,Houston,39.47,368,1,1,1
31,Female,New York,95.26,271,1,0,8
42,Female,New York,47.03,257,0,2,0
42,Female,Los Angeles,78.47,283,1,0,5
42,Male,Chicago,65.15,337,0,1,6
42,Male,Houston,77.77,334,1,1,9
63,Female,New York,50.08,500,1,0,3
54,Male,New York,65.88,94,0,0,8
58,Male,Los Angeles,64.47,396,0,1,10
61,Female,Miami,95.74,152,1,1,7
19,Male,Los Angeles,64.3,89,1,1,8
38,Male,New York,35.0,158,0,1,6
54,Male,Houston,96.67,471,0,0,9
58,Female,Miami,69.18,456,0,1,0
62,Female,Miami,96.63,286,1,1,10
18,Male,Miami,58.42,163,1,1,3
36,Male,Chicago,35.41,339,1,0,7
59,Male,Houston,71.47,461,0,0,10
53,Male,New York,91.18,53,1,1,10
70,Male,New York,56.82,377,0,1,9
40,Female,New York,33.22,487,0,0,5
25,Female,New York,58.98,76,1,1,1
51,Female,Miami,53.56,413,0,1,11
28,Male,Los Angeles,67.2,277,1,1,8
65,Male,Los Angeles,39.27,198,0,1,5
67,Male,Houston,48.44,472,0,2,0
50,Female,New York,79.7,244,1,0,10
43,Female,Los Angeles,89.38,173,1,1,10
33,Female,New York,72.81,381,1,0,6
48,Male,New York,60.38,469,0,1,7
42,Female,Los Angeles,87.45,160,0,0,11
18,Female,Miami,49.49,355,0,0,10
34,Female,Chicago,52.86,80,1,0,6
39,Female,Los Angeles,53.2,398,1,1,8
26,Male,Chicago,40.09,169,1,1,6
65,Female,Miami,90.43,431,0,1,0
32,Male,Miami,46.01,279,0,1,10
58,Male,Los Angeles,81.8,107,1,0,8
69,Male,Chicago,46.67,178,1,0,3
25,Male,Houston,88.14,170,0,1,4
30,Male,New York,73.99,207,0,2,0
50,Female,Houston,70.24,344,1,2,0
36,Female,Chicago,33.54,235,1,0,7
49,Female,Chicago,56.91,112,1,1,1
27,Male,Los Angeles,56.75,480,0,0,8
54,Male,Houston,80.35,496,1,1,8
32,Male,New York,59.17,479,1,1,5
28,Female,Houston,55.08,342,1,1,9
38,Female,Miami,52.06,474,1,1,10
51,Male,Chicago,87.77,145,1,1,7
19,Male,Los Angeles,73.39,368,0,0,1
19,Male,Miami,48.12,247,0,0,10
53,Male,Houston,55.92,275,0,0,7
68,Male,Houston,69.02,102,0,1,2
20,Male,Chicago,91.72,378,1,1,9
49,Female,Chicago,86.32,241,0,1,8
38,Male,Miami,72.49,416,0,0,6
31,Male,Miami,33.33,253,1,1,9
57,Male,Houston,52.13,349,1,1,10
38,Female,New York,99.12,227,0,1,10
25,Male,New York,76.21,102,0,0,6
43,Male,Los Angeles,48.64,278,0,0,5
61,Female,Chicago,70.93,201,0,0,5
30,Female,Los Angeles,61.63,297,0,0,4
70,Female,New York,74.12,113,0,0,8
50,Male,Los Angeles,55.28,146,0,1,7
48,Female,Miami,97.66,281,1,0,7
68,Female,Miami,74.21,71,0,1,6
21,Female,Chicago,79.14,252,1,0,1
63,Female,Chicago,77.05,357,1,1,2
51,Male,Houston,58.32,344,0,1,3
31,Male,Miami,91.83,137,0,0,10
30,Male,Miami,33.65,225,1,0,1
65,Male,Houston,64.82,133,1,0,5
69,Female,Miami,95.56,421,0,0,5
55,Male,Chicago,34.98,379,1,0,7
52,Female,Los Angeles,62.69,334,1,1,2
32,Female,New York,60.26,116,1,0,9
70,Female,New York,85.61,413,1,1,9
69,Male,New York,80.98,194,0,1,10
45,Female,Chicago,31.73,287,0,1,6
26,Male,Miami,83.56,433,1,0,11
47,Male,New York,74.42,325,1,0,10
56,Female,Miami,79.16,213,0,0,7
63,Female,Miami,77.17,450,0,0,10
62,Female,Houston,64.47,71,1,0,5
32,Male,Miami,64.51,353,1,1,5
38,Female,Miami,30.01,186,1,1,10
22,Female,Miami,74.84,152,0,0,1
41,Male,Miami,49.63,459,1,0,11
59,Female,Los Angeles,67.92,335,1,0,5
64,Female,Houston,37.17,424,0,1,5
47,Male,New York,61.3,327,0,0,3
43,Female,New York,68.55,202,1,0,10
45,Male,Miami,96.25,402,0,0,5
69,Male,Chicago,77.96,89,0,1,11
48,Male,Miami,41.69,260,0,1,4
21,Female,Miami,74.55,403,1,1,1
61,Female,New York,54.3,451,1,1,3
54,Male,Miami,71.42,331,1,0,8
40,Male,Houston,34.6,430,0,1,8
41,Female,Miami,79.8,163,1,0,5
53,Male,Chicago,84.09,368,0,1,11
57,Male,Los Angeles,66.96,72,1,0,5
67,Male,Houston,73.78,359,1,0,10
66,Female,New York,82.71,281,0,1,5
63,Female,Los Angeles,99.03,334,1,0,4
31,Male,Los Angeles,45.76,165,1,1,4
38,Male,Los Angeles,47.13,419,1,0,10
68,Male,New York,59.28,260,0,1,10
48,Male,Los Angeles,55.18,377,0,0,6
19,Male,New York,68.59,65,1,0,11
49,Female,Chicago,98.9,440,0,0,9
31,Male,Los Angeles,34.58,288,1,0,4
27,Male,Chicago,90.52,464,0,1,3
18,Female,Chicago,87.54,74,1,1,2
55,Female,Los Angeles,68.09,407,1,0,10
50,Female,Miami,57.22,227,0,1,7
27,Male,Miami,41.96,327,0,2,0
68,Female,Los Angeles,90.56,428,1,1,4
58,Male,Houston,41.01,302,0,1,4
48,Male,Chicago,60.17,125,1,0,2
57,Male,Houston,80.08,358,1,0,11
26,Male,Los Angeles,70.18,101,1,0,4
39,Male,Los Angeles,76.9,251,0,0,7
45,Female,Los Angeles,87.0,109,1,0,5
39,Male,Miami,46.13,53,1,0,4
33,Female,Chicago,92.5,236,0,1,10
25,Female,Chicago,38.9,60,0,0,5
41,Female,Houston,56.76,308,1,0,2
70,Female,Houston,64.07,243,0,1,10
27,Male,New York,33.54,404,0,2,0
37,Female,Houston,45.5,53,0,1,10
37,Female,Chicago,35.31,410,1,0,10
54,Male,New York,76.07,212,1,0,10
46,Female,New York,99.03,481,1,0,4
30,Female,Miami,90.7,443,0,0,5
62,Male,New York,56.83,216,0,1,8
32,Female,Houston,88.88,389,0,0,4
66,Male,Houston,46.82,191,0,0,6
36,Male,Miami,96.17,298,1,0,8
50,Male,Chicago,72.05,326,0,0,9
67,Male,Chicago,95.88,325,0,1,7
66,Male,Houston,65.75,252,0,1,9
28,Male,Miami,52.08,404,1,0,4
22,Female,Houston,49.73,331,1,0,1
33,Male,Houston,44.49,427,1,0,11
49,Female,Chicago,42.51,107,1,0,11
23,Male,Los Angeles,46.99,200,0,0,7
48,Female,New York,42.08,314,0,0,1
60,Male,Houston,34.49,227,0,1,8
27,Male,Houston,36.27,149,0,2,0
24,Female,Chicago,93.17,260,1,0,1
70,Male,Los Angeles,94.71,343,0,0,2
39,Male,Houston,76.71,432,1,1,7
65,Male,Houston,63.26,384,0,1,6
62,Female,Houston,91.59,242,1,0,6
32,Male,Houston,35.89,142,0,0,5
55,Male,Miami,33.74,251,1,1,7
58,Male,Houston,59.94,374,0,1,6
43,Male,Chicago,46.4,292,1,1,5
56,Female,New York,49.74,500,1,0,11
46,Female,New York,38.52,163,1,1,6
59,Female,Miami,61.58,319,1,1,5
40,Female,Miami,90.13,273,0,0,4
26,Female,Los Angeles,64.77,138,0,0,6
48,Female,Houston,66.97,134,1,1,6
54,Female,Miami,37.21,196,1,1,4
44,Female,Miami,79.22,319,0,1,10
54,Female,Chicago,50.92,434,1,0,9
69,Male,Miami,94.79,263,1,1,6
22,Male,Los Angeles,56.88,429,1,1,7
62,Male,Los Angeles,65.61,432,0,0,2
66,Female,Houston,31.24,346,1,1,2
43,Male,Chicago,70.78,59,0,0,1
28,Female,Houston,69.38,80,0,0,3
42,Male,Chicago,59.17,290,0,2,0
40,Male,Houston,81.08,216,1,1,7
50,Female,Chicago,59.15,470,1,0,11
67,Male,Houston,71.4,473,1,0,9
58,Male,Houston,43.67,153,0,0,4
54,Female,Miami,79.17,252,0,1,4
18,Male,New York,98.35,439,0,0,4
29,Female,Miami,92.84,245,0,0,2
38,Male,Houston,97.73,177,0,1,3
43,Male,Houston,43.54,373,1,0,2
34,Female,Miami,80.55,301,1,0,4
34,Male,Houston,45.87,76,0,0,6
46,Male,Houston,30.68,80,0,0,10
21,Female,Houston,72.78,347,0,0,11
30,Male,Los Angeles,47.99,307,0,0,10
60,Male,Houston,84.44,198,1,1,8
40,Female,Los Angeles,46.9,313,1,1,1
21,Female,Houston,83.34,146,1,1,0
57,Female,Houston,63.42,207,1,0,3
68,Female,Houston,77.54,394,1,1,3
34,Female,New York,66.17,482,1,0,1
44,Male,Chicago,35.89,275,0,1,1
53,Female,Chicago,57.71,289,0,1,11
64,Male,Chicago,84.96,141,0,1,1
53,Female,Los Angeles,66.63,169,1,0,11
43,Female,Chicago,44.67,324,0,1,7
56,Male,Chicago,59.21,178,1,0,9
43,Female,Houston,93.39,177,0,1,3
29,Male,Houston,72.79,472,0,1,7
53,Male,New York,52.97,256,0,0,4
32,Male,Los Angeles,32.28,86,0,0,10
30,Male,Chicago,69.91,160,0,2,0
56,Male,Houston,94.61,309,1,0,4
25,Male,Chicago,41.67,389,0,2,0
49,Female,Chicago,79.18,57,0,1,6
20,Female,Miami,43.51,352,1,0,3
65,Male,New York,99.54,92,0,1,3
45,Male,Chicago,94.71,98,1,1,9
65,Male,New York,70.41,59,0,1,0
46,Male,Miami,84.76,386,1,1,6
25,Male,Houston,82.21,292,0,1,4
64,Male,Los Angeles,68.05,464,1,1,7
50,Male,Los Angeles,76.6,172,1,1,9
69,Male,New York,92.59,383,0,1,1
33,Female,Miami,78.57,389,0,1,10
43,Female,Miami,97.62,332,1,0,10
47,Female,Los Angeles,54.8,295,0,2,0
29,Male,New York,40.0,312,0,1,6
38,Male,Miami,45.83,400,0,1,5
19,Male,Los Angeles,32.96,162,1,1,9
48,Male,New York,57.46,157,1,1,3
33,Female,Los Angeles,93.0,454,1,1,2
52,Female,Houston,75.64,260,0,1,5
63,Male,Miami,52.86,66,1,0,2
28,Female,New York,62.54,493,1,0,8
45,Male,Los Angeles,61.8,459,0,1,8
25,Female,Los Angeles,98.97,201,1,0,8
60,Female,Chicago,56.2,54,1,1,1
23,Female,Los Angeles,94.59,79,0,1,9
49,Female,New York,63.57,132,0,1,10
19,Male,Houston,30.01,124,1,1,9
50,Female,New York,49.36,453,0,0,9
47,Female,Miami,38.45,245,1,0,4
59,Male,Miami,90.21,305,0,0,2
45,Male,Houston,83.74,367,0,0,3
41,Male,New York,75.3,208,1,0,2
50,Female,Houston,38.99,146,0,0,3
68,Female,Chicago,48.77,146,1,0,6
27,Male,Chicago,78.64,99,1,0,4
54,Female,New York,59.72,268,1,0,3
53,Female,Miami,93.28,79,0,1,4
62,Female,Chicago,43.07,216,0,0,8
39,Female,New York,73.13,85,1,0,8
66,Male,Miami,84.84,168,0,0,9
22,Female,Los Angeles,87.37,54,0,0,6
53,Male,Houston,75.23,86,1,0,10
65,Female,Miami,59.83,433,0,0,9
23,Male,Houston,50.28,494,1,1,8
39,Female,Chicago,35.2,183,1,1,3
29,Male,Chicago,33.87,456,0,1,7
64,Female,Miami,64.57,243,1,0,5
58,Female,Los Angeles,38.11,361,0,0,6
59,Female,Chicago,65.46,145,1,0,1
35,Female,Los Angeles,89.77,453,0,1,6
21,Female,New York,61.85,279,1,0,5
54,Female,Miami,97.56,100,1,1,4
70,Female,New York,31.04,350,0,1,11
63,Female,Chicago,91.38,156,0,1,6
57,Female,Miami,79.81,494,1,0,11
59,Female,Chicago,88.17,117,1,1,8
59,Male,Miami,53.6,50,1,1,7
37,Female,Chicago,66.95,128,1,1,5
65,Male,Chicago,93.07,74,0,1,2
21,Female,Miami,96.62,228,1,0,5
59,Male,Houston,53.33,143,0,0,6
38,Male,Los Angeles,84.42,467,0,1,4
30,Female,Los Angeles,33.9,110,1,1,1
59,Female,Miami,51.62,452,1,1,6
47,Male,Houston,61.4,464,1,1,7
30,Female,Houston,32.24,163,0,0,10
47,Male,Chicago,54.4,209,1,1,0
57,Male,Los Angeles,60.99,401,0,1,4
18,Male,Miami,91.28,175,0,0,6
21,Female,New York,45.76,102,0,1,4
37,Female,Houston,41.07,132,0,0,7
22,Male,New York,60.47,317,0,0,11
30,Female,Chicago,68.97,325,0,0,2
38,Female,Miami,30.97,364,1,0,7
65,Female,Los Angeles,93.93,309,0,1,10
49,Female,Houston,94.73,153,0,0,7
20,Male,Chicago,57.12,179,0,1,1
60,Male,Houston,44.88,75,0,2,0
55,Female,Los Angeles,84.92,271,0,1,7
63,Male,New York,93.85,237,1,1,10
51,Female,Los Angeles,31.46,276,0,0,2
26,Female,Houston,74.83,406,1,1,4
31,Female,New York,35.7,334,1,1,7
66,Female,Los Angeles,46.7,195,1,0,10
58,Female,Houston,35.16,79,0,0,5
54,Male,Miami,98.97,56,0,0,4
41,Female,Houston,37.15,300,0,0,9
48,Male,Chicago,96.21,214,0,1,7
65,Male,Los Angeles,81.36,359,1,0,11
63,Male,New York,40.5,448,0,1,2
58,Female,Houston,95.36,321,1,0,1
50,Male,Miami,96.92,414,0,1,4
31,Male,Chicago,85.78,397,0,1,11
46,Male,Los Angeles,57.28,157,1,0,2
68,Male,Chicago,48.09,436,1,1,10
37,Female,New York,49.06,458,0,0,5
46,Male,Houston,81.97,488,0,1,1
42,Male,Miami,68.76,488,1,1,2
51,Male,Houston,50.14,105,0,1,6
34,Female,Los Angeles,36.19,452,0,0,9
70,Female,Chicago,97.06,371,0,0,7
23,Male,Houston,62.51,309,0,1,7
27,Male,Los Angeles,80.37,464,1,0,4
63,Female,Miami,73.77,152,1,1,3
63,Male,Houston,95.48,99,0,1,0
62,Male,Los Angeles,84.49,108,0,0,1
30,Male,Los Angeles,51.66,177,1,1,0
67,Male,New York,35.99,188,0,1,4
52,Female,Los Angeles,37.83,229,0,0,10
26,Female,Chicago,46.69,58,0,1,5
37,Male,Miami,47.86,238,0,1,3
47,Female,Houston,94.65,50,1,1,4
40,Male,Chicago,84.15,304,0,1,5
64,Female,New York,75.38,74,0,1,6
35,Female,New York,72.2,339,1,0,10
27,Female,Miami,93.08,105,0,1,3
60,Female,Los Angeles,91.15,343,0,1,11
61,Male,Chicago,33.64,205,1,1,6
30,Female,New York,63.51,189,0,1,5
24,Female,Chicago,52.48,342,1,0,1
31,Male,Houston,94.12,145,1,1,0
48,Female,Los Angeles,86.67,354,0,1,8
67,Male,Miami,40.75,177,0,0,6
56,Male,New York,31.06,175,0,0,9
54,Female,Chicago,71.25,334,1,1,3
50,Male,Chicago,97.13,396,1,1,8
18,Female,New York,90.05,92,1,1,8
37,Female,Houston,62.81,85,0,0,8
35,Female,Houston,69.99,467,0,0,8
69,Male,New York,83.16,200,0,1,8
57,Male,Chicago,44.25,229,1,1,2
32,Male,Miami,48.07,269,1,1,6
63,Female,Houston,77.41,55,0,1,7
28,Female,Chicago,59.59,296,0,0,4
47,Male,Houston,76.73,480,0,1,4
46,Female,Los Angeles,93.5,196,1,1,6
25,Female,Chicago,56.06,156,0,0,3
44,Female,Miami,37.81,183,0,1,1
49,Male,Chicago,83.77,172,1,0,2
70,Female,New York,94.18,346,0,1,7
42,Male,Los Angeles,41.08,278,1,0,8
25,Female,New York,54.92,98,0,1,4
27,Male,Chicago,89.75,215,0,0,11
52,Male,Chicago,63.62,393,0,1,9
30,Male,Miami,63.42,145,1,0,3
54,Female,New York,55.63,119,1,1,6
41,Male,New York,82.63,252,1,1,2
67,Female,Chicago,59.99,277,0,1,8
41,Female,New York,92.72,339,1,1,7
32,Female,New York,92.28,173,0,1,1
57,Male,Houston,53.49,192,1,0,10
46,Female,New York,95.94,276,0,1,1
54,Female,New York,70.65,251,0,0,2
28,Male,Los Angeles,89.86,314,1,0,7
58,Female,Los Angeles,40.66,448,0,0,2
40,Male,Chicago,47.32,178,0,0,5
66,Male,New York,87.17,130,1,0,10
46,Female,Miami,99.88,56,0,0,6
38,Male,Chicago,45.09,491,1,1,2
70,Female,Chicago,82.59,273,0,0,5
19,Male,New York,67.78,410,1,1,5
31,Female,Chicago,83.13,289,1,1,5
66,Male,Miami,79.95,379,0,1,0
32,Female,Los Angeles,41.99,90,0,0,7
53,Male,Chicago,69.46,157,0,0,8
40,Male,Houston,40.8,393,0,0,5
26,Female,Houston,95.11,212,0,1,6
55,Male,Los Angeles,93.51,390,1,1,6
31,Male,Chicago,96.47,355,1,0,7
41,Female,Miami,41.72,394,1,0,7
26,Female,Los Angeles,35.68,93,0,1,0
54,Male,Miami,38.21,61,0,1,11
60,Female,Houston,64.58,202,0,1,9
53,Female,Miami,69.18,102,0,1,7
